LB,Bonding_Atom,BF3_Affinity(kJ/mol),MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nX,nR03,nR05,nR06,nR07,nR08,nR09,nR10,nBnz,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cp,nR=Cs,nR=Ct,nRCOOR,nArCOOR,nRCONR2,nArCONR2,nROCON,nArCHO,nRCO,nArCO,nCONN,nC=O(O)2,nRNHR,nRNR2,nArNR2,nN-N,nRCN,nArCN,nN+,nNq,nRNO2,nArNO2,nROR,nArOR,nRSR,nSO,nSO2,nPO4,nP(=O)O2R,nP(=O)R3/nPR5,nCH2RX,nCRX3,nArX,nCXr,nCXr=,nCconjX,nPyrrolidines,nOxolanes,ntH-Thiophenes,nThiophenes,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-008,C-011,C-013,C-015,C-016,C-017,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-037,C-038,C-039,C-040,C-041,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,O-058,O-059,O-060,O-061,N-067,N-068,N-071,N-072,N-074,N-075,N-076,N-077,N-079,F-083,F-084,Cl-086,Cl-089,Cl-090,Br-094,S-107,S-108,S-109,S-110,P-116,P-117,P-120,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,ALOGP
239,O,115.89,231.33,6.8,20.68,33.82,21.8,37.67,0.61,0.99,0.64,2.22,34,17,35,18,8,23,0.333,2,2,2,0.057,2,0,6,17,13,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,6,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,3,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.75,70.508,30.17,30.17,2.319,1.391
240,O,128.61,374.48,7.49,32.38,50.01,33.78,63.33,0.65,1,0.68,2.26,50,28,53,31,16,41,0.387,4,4,3,0.057,4,0,12,22,22,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,12,10,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,2,2,10,0,2,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,6,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.087,-0.778,111.338,53.86,53.86,4.007,2.849
241,O,56,229.08,10.91,14.1,21.3,15.07,29.75,0.67,1.01,0.72,2.48,21,12,21,12,7,16,0.5,1,1,3,0.143,1,0,6,9,9,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.727,49.956,26.3,26.3,3.069,2.783
242,O,57.8,229.08,10.91,14.1,21.3,15.07,29.75,0.67,1.01,0.72,2.48,21,12,21,12,7,16,0.5,1,1,3,0.143,1,0,6,9,9,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.727,49.956,26.3,26.3,3.069,2.783
243,O,57.84,122.13,8.14,9.82,15.31,10.19,24.17,0.65,1.02,0.68,2.69,15,9,15,9,7,13,0.667,1,1,2,0.133,1,0,6,6,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.742,32.598,26.3,26.3,1.7,1.551
244,O,59.4,136.16,7.56,11.41,18.19,11.95,25.83,0.63,1.01,0.66,2.58,18,10,18,10,7,14,0.6,1,1,2,0.111,1,0,6,8,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.768,37.586,26.3,26.3,2.034,1.685
245,O,59.53,106.11,7.58,7.53,14.7,7.89,25.17,0.54,1.05,0.56,3.6,14,7,13,6,1,7,0,0,0,2,0.154,1,0,0,7,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.535,22.321,26.3,26.3,0.795,0.851
246,O,61,164.22,6.84,14.61,23.96,15.48,29,0.61,1,0.64,2.42,24,12,24,12,7,16,0.5,1,1,3,0.125,1,0,6,12,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.807,47.375,26.3,26.3,2.654,2.52
247,O,61.2,150.19,7.15,13.01,21.07,13.72,27.33,0.62,1,0.65,2.48,21,11,21,11,7,15,0.545,1,1,3,0.143,1,0,6,10,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.79,42.334,26.3,26.3,2.351,2.034
248,O,61.7,168.18,8.01,13.12,21.59,13.65,35,0.62,1.03,0.65,2.92,21,12,21,12,7,16,0.5,1,1,3,0.143,1,0,6,9,9,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.727,42.55,26.3,26.3,2.772,2.24
249,O,63,164.22,6.84,14.61,23.96,15.48,29,0.61,1,0.64,2.42,24,12,24,12,7,16,0.5,1,1,3,0.125,1,0,6,12,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.807,47.375,26.3,26.3,2.654,2.52
250,O,64.19,102.1,7.85,7.33,13.63,7.65,20.5,0.56,1.05,0.59,2.93,13,7,13,7,1,8,0,1,1,0,0,1,0,0,6,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.535,21.486,35.53,35.53,-0.236,0.86
251,O,64.7,180.22,7.21,15.12,25.28,15.93,32.5,0.6,1.01,0.64,2.5,25,13,25,13,7,17,0.462,1,1,4,0.16,1,0,6,12,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.748,48.797,35.53,35.53,2.086,2.018
252,O,66.4,88.07,8.81,5.73,10.75,5.89,18.67,0.57,1.07,0.59,3.11,10,6,10,6,1,7,0,1,1,0,0,1,0,0,4,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.46,17.067,35.53,35.53,-0.689,0.483
253,O,67.63,90.09,7.51,6.33,12.63,6.65,19.67,0.53,1.05,0.55,3.28,12,6,11,5,1,6,0,0,0,2,0.182,1,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.46,19.036,35.53,35.53,-0.297,0.664
254,O,69.76,60.06,7.51,4.22,8.42,4.43,14.5,0.53,1.05,0.55,3.63,8,4,7,3,1,4,0,0,0,1,0.143,1,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.431,12.82,26.3,26.3,-0.386,-0.026
255,O,71.03,118.15,6.56,9.52,18.4,10.17,22.67,0.53,1.02,0.57,2.83,18,8,17,7,1,8,0,0,0,4,0.235,1,0,0,10,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.591,28.532,35.53,35.53,0.566,1.362
256,O,71.17,74.09,6.74,5.82,11.31,6.19,16,0.53,1.03,0.56,3.2,11,5,10,4,1,5,0,0,0,2,0.2,1,0,0,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.539,17.568,26.3,26.3,0.133,0.323
257,O,72.79,74.09,6.74,5.82,11.31,6.19,16.17,0.53,1.03,0.56,3.23,11,5,10,4,1,5,0,0,0,1,0.1,1,0,0,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.539,17.413,26.3,26.3,0.133,0.021
258,O,74.96,100.13,6.68,8.41,15.19,8.95,18.5,0.56,1.01,0.6,2.64,15,7,15,7,1,8,0,1,1,2,0.133,1,0,0,8,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.668,24.812,26.3,26.3,0.604,0.779
259,O,75.13,86.1,7.17,6.82,12.31,7.19,16.67,0.57,1.03,0.6,2.78,12,6,12,6,1,7,0,1,1,0,0,1,0,0,6,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.614,20.308,26.3,26.3,0.194,0.277
260,O,75.55,88.12,6.29,7.41,14.19,7.95,17.67,0.53,1.01,0.57,2.94,14,6,13,5,1,6,0,0,0,2,0.154,1,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.614,22.161,26.3,26.3,0.586,0.37
261,O,55.74,190.46,12.7,10,15.93,11.08,28.25,0.67,1.06,0.74,3.14,15,9,14,8,1,9,0,0,0,0,0,1,0,0,6,4,1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.424,39.774,20.31,20.31,1.321,1.258
262,O,61.59,141.11,9.41,8.23,16.5,8.32,39.92,0.55,1.1,0.55,4.44,15,9,14,8,1,9,0,0,0,0,0,1,0,0,6,4,1,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.424,25.27,20.31,20.31,0.782,0.668
263,O,72.2,107.55,8.96,7,12.4,7.6,18.78,0.58,1.03,0.63,3.13,12,6,11,5,1,6,0,0,0,0,0,1,0,0,6,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.46,24.972,20.31,20.31,0.18,0.574
264,O,74,98.12,7.55,7.7,13.3,7.99,23.17,0.59,1.02,0.61,3.31,13,7,12,6,2,9,0,0,0,0,0,1,1,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.535,25.034,44.1,44.1,-0.763,-0.396
265,O,81.36,103.14,6.45,8.41,16.29,8.96,20.17,0.53,1.02,0.56,2.88,16,7,15,6,1,7,0,0,0,1,0.067,1,0,0,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.535,25.883,29.54,29.54,-0.25,0.223
266,O,84.16,117.17,6.17,10.01,19.17,10.72,21.67,0.53,1.01,0.56,2.71,19,8,18,7,1,8,0,0,0,2,0.111,1,0,0,11,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.591,30.631,29.54,29.54,0.16,0.572
267,O,92.45,197.25,7.59,17.49,25.85,18.27,34.33,0.67,0.99,0.7,2.29,26,15,27,16,13,23,0.75,2,2,2,0.074,1,0,12,11,13,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,12,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807,-0.846,59.222,20.31,20.31,3.112,2.686
268,O,92.73,129.23,5.38,12.69,23.61,13.79,21.92,0.53,0.98,0.57,2.44,24,9,23,8,1,9,0,0,0,1,0.043,1,0,0,15,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.742,37.962,20.31,20.31,1.321,1.126
269,O,94.2,194.21,8.09,14.91,24.72,15.42,42,0.62,1.03,0.64,3,24,14,24,14,9,20,0.429,1,1,2,0.083,3,0,6,10,9,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,-0.626,51.757,66.13,66.13,1.879,1.138
270,O,98.38,217.21,8.69,15.43,26.27,15.84,51.25,0.62,1.05,0.63,3.42,25,15,25,15,7,19,0.4,1,1,1,0.04,1,0,6,10,10,1,1,0,0,3,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.651,50.406,20.31,20.31,2.949,2.186
271,O,98.78,228.1,10.37,14.58,22.08,15.62,28.75,0.66,1,0.71,2.4,22,12,22,12,7,16,0.5,1,1,1,0.045,1,0,6,10,9,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.727,52.055,20.31,20.31,2.663,1.992
272,O,98.93,114.17,6.34,9.89,18.07,10.51,19.67,0.55,1,0.58,2.46,18,8,18,8,1,9,0,1,1,0,0,1,0,0,10,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.591,30.76,23.55,23.55,-0.232,-0.4
273,O,100.08,167.2,7.6,13.61,22.36,14.2,34,0.62,1.02,0.65,2.83,22,12,22,12,7,16,0.5,1,1,1,0.045,1,0,6,10,9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.727,44.648,20.31,20.31,2.366,1.45
